id;name;actions_combination;nb_actions;total_investment;total_profit
671;combinaison_671;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54']];2;82.0;11.739999999999998
672;combinaison_672;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86']];3;108.0;14.599999999999998
673;combinaison_673;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24']];4;156.0;20.839999999999996
674;combinaison_674;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];5;190.0;30.019999999999996
675;combinaison_675;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];6;232.0;37.16
676;combinaison_676;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];7;342.0;47.059999999999995
677;combinaison_677;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];8;380.0;55.8
678;combinaison_678;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];9;394.0;55.94
679;combinaison_679;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];10;412.0;56.48
680;combinaison_680;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];11;420.0;57.12
681;combinaison_681;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];12;424.0;57.599999999999994
682;combinaison_682;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];13;434.0;58.99999999999999
683;combinaison_683;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];14;458.0;64.03999999999999
684;combinaison_684;[['Action-5', '60.0', '10.2'], ['Action-7', '22.0', '1.54'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];15;572.0;84.55999999999999
685;combinaison_685;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86']];2;86.0;13.059999999999999
686;combinaison_686;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24']];3;134.0;19.299999999999997
687;combinaison_687;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];4;168.0;28.479999999999997
688;combinaison_688;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];5;210.0;35.62
689;combinaison_689;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];6;320.0;45.519999999999996
690;combinaison_690;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];7;358.0;54.26
691;combinaison_691;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];8;372.0;54.4
692;combinaison_692;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];9;390.0;54.94
693;combinaison_693;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];10;398.0;55.58
694;combinaison_694;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];11;402.0;56.059999999999995
695;combinaison_695;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];12;412.0;57.459999999999994
696;combinaison_696;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];13;436.0;62.49999999999999
697;combinaison_697;[['Action-5', '60.0', '10.2'], ['Action-8', '26.0', '2.86'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];14;550.0;83.02
698;combinaison_698;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24']];2;108.0;16.439999999999998
699;combinaison_699;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18']];3;142.0;25.619999999999997
700;combinaison_700;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];4;184.0;32.76
701;combinaison_701;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];5;294.0;42.66
702;combinaison_702;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];6;332.0;51.4
703;combinaison_703;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];7;346.0;51.54
704;combinaison_704;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];8;364.0;52.08
705;combinaison_705;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];9;372.0;52.72
706;combinaison_706;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];10;376.0;53.199999999999996
707;combinaison_707;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];11;386.0;54.599999999999994
708;combinaison_708;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];12;410.0;59.63999999999999
709;combinaison_709;[['Action-5', '60.0', '10.2'], ['Action-9', '48.0', '6.24'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];13;524.0;80.16
710;combinaison_710;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18']];2;94.0;19.38
711;combinaison_711;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14']];3;136.0;26.52
712;combinaison_712;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];4;246.0;36.42
713;combinaison_713;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];5;284.0;45.160000000000004
714;combinaison_714;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];6;298.0;45.300000000000004
715;combinaison_715;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];7;316.0;45.84
716;combinaison_716;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];8;324.0;46.480000000000004
717;combinaison_717;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];9;328.0;46.96
718;combinaison_718;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];10;338.0;48.36
719;combinaison_719;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];11;362.0;53.4
720;combinaison_720;[['Action-5', '60.0', '10.2'], ['Action-10', '34.0', '9.18'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];12;476.0;73.92
721;combinaison_721;[['Action-5', '60.0', '10.2'], ['Action-11', '42.0', '7.14']];2;102.0;17.34
722;combinaison_722;[['Action-5', '60.0', '10.2'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9']];3;212.0;27.240000000000002
723;combinaison_723;[['Action-5', '60.0', '10.2'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];4;250.0;35.980000000000004
724;combinaison_724;[['Action-5', '60.0', '10.2'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];5;264.0;36.120000000000005
725;combinaison_725;[['Action-5', '60.0', '10.2'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];6;282.0;36.660000000000004
726;combinaison_726;[['Action-5', '60.0', '10.2'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];7;290.0;37.300000000000004
727;combinaison_727;[['Action-5', '60.0', '10.2'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];8;294.0;37.78
728;combinaison_728;[['Action-5', '60.0', '10.2'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];9;304.0;39.18
729;combinaison_729;[['Action-5', '60.0', '10.2'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];10;328.0;44.22
730;combinaison_730;[['Action-5', '60.0', '10.2'], ['Action-11', '42.0', '7.14'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];11;442.0;64.74
731;combinaison_731;[['Action-5', '60.0', '10.2'], ['Action-12', '110.0', '9.9']];2;170.0;20.1
732;combinaison_732;[['Action-5', '60.0', '10.2'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74']];3;208.0;28.840000000000003
733;combinaison_733;[['Action-5', '60.0', '10.2'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];4;222.0;28.980000000000004
734;combinaison_734;[['Action-5', '60.0', '10.2'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];5;240.0;29.520000000000003
735;combinaison_735;[['Action-5', '60.0', '10.2'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];6;248.0;30.160000000000004
736;combinaison_736;[['Action-5', '60.0', '10.2'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];7;252.0;30.640000000000004
737;combinaison_737;[['Action-5', '60.0', '10.2'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];8;262.0;32.040000000000006
738;combinaison_738;[['Action-5', '60.0', '10.2'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];9;286.0;37.080000000000005
739;combinaison_739;[['Action-5', '60.0', '10.2'], ['Action-12', '110.0', '9.9'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];10;400.0;57.60000000000001
740;combinaison_740;[['Action-5', '60.0', '10.2'], ['Action-13', '38.0', '8.74']];2;98.0;18.939999999999998
741;combinaison_741;[['Action-5', '60.0', '10.2'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14']];3;112.0;19.08
742;combinaison_742;[['Action-5', '60.0', '10.2'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];4;130.0;19.619999999999997
743;combinaison_743;[['Action-5', '60.0', '10.2'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];5;138.0;20.259999999999998
744;combinaison_744;[['Action-5', '60.0', '10.2'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];6;142.0;20.74
745;combinaison_745;[['Action-5', '60.0', '10.2'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];7;152.0;22.139999999999997
746;combinaison_746;[['Action-5', '60.0', '10.2'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];8;176.0;27.179999999999996
747;combinaison_747;[['Action-5', '60.0', '10.2'], ['Action-13', '38.0', '8.74'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];9;290.0;47.699999999999996
748;combinaison_748;[['Action-5', '60.0', '10.2'], ['Action-14', '14.0', '0.14']];2;74.0;10.34
749;combinaison_749;[['Action-5', '60.0', '10.2'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54']];3;92.0;10.879999999999999
750;combinaison_750;[['Action-5', '60.0', '10.2'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];4;100.0;11.52
751;combinaison_751;[['Action-5', '60.0', '10.2'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];5;104.0;12.0
752;combinaison_752;[['Action-5', '60.0', '10.2'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];6;114.0;13.4
753;combinaison_753;[['Action-5', '60.0', '10.2'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];7;138.0;18.44
754;combinaison_754;[['Action-5', '60.0', '10.2'], ['Action-14', '14.0', '0.14'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];8;252.0;38.96
755;combinaison_755;[['Action-5', '60.0', '10.2'], ['Action-15', '18.0', '0.54']];2;78.0;10.739999999999998
756;combinaison_756;[['Action-5', '60.0', '10.2'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64']];3;86.0;11.379999999999999
757;combinaison_757;[['Action-5', '60.0', '10.2'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];4;90.0;11.86
758;combinaison_758;[['Action-5', '60.0', '10.2'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];5;100.0;13.26
759;combinaison_759;[['Action-5', '60.0', '10.2'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];6;124.0;18.3
760;combinaison_760;[['Action-5', '60.0', '10.2'], ['Action-15', '18.0', '0.54'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];7;238.0;38.82
761;combinaison_761;[['Action-5', '60.0', '10.2'], ['Action-16', '8.0', '0.64']];2;68.0;10.84
762;combinaison_762;[['Action-5', '60.0', '10.2'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48']];3;72.0;11.32
763;combinaison_763;[['Action-5', '60.0', '10.2'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];4;82.0;12.72
764;combinaison_764;[['Action-5', '60.0', '10.2'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];5;106.0;17.76
765;combinaison_765;[['Action-5', '60.0', '10.2'], ['Action-16', '8.0', '0.64'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];6;220.0;38.28
766;combinaison_766;[['Action-5', '60.0', '10.2'], ['Action-17', '4.0', '0.48']];2;64.0;10.68
767;combinaison_767;[['Action-5', '60.0', '10.2'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4']];3;74.0;12.08
768;combinaison_768;[['Action-5', '60.0', '10.2'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];4;98.0;17.12
769;combinaison_769;[['Action-5', '60.0', '10.2'], ['Action-17', '4.0', '0.48'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];5;212.0;37.64
770;combinaison_770;[['Action-5', '60.0', '10.2'], ['Action-18', '10.0', '1.4']];2;70.0;11.6
771;combinaison_771;[['Action-5', '60.0', '10.2'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04']];3;94.0;16.64
772;combinaison_772;[['Action-5', '60.0', '10.2'], ['Action-18', '10.0', '1.4'], ['Action-19', '24.0', '5.04'], ['Action-20', '114.0', '20.52']];4;208.0;37.16
